student_id,current_class,gender,subject,score,max_score,exam_type,exam_date,term,board_score
STU007,12,male,Physics,79,100,mid_term,2024-07-15,second_term,79
STU007,12,male,Physics,79,100,pre_board,2024-08-20,first_term,83
STU007,12,male,Physics,79,100,pre_board,2024-08-20,second_term,79
STU007,12,male,Physics,79,100,final,2024-09-15,first_term,83
STU007,12,male,Physics,81,100,final,2024-09-15,second_term,81
STU008,11,female,Computer Science,85,100,unit_test,2024-06-10,first_term,85
STU008,11,female,Computer Science,84,100,unit_test,2024-06-10,second_term,88
STU008,11,female,Computer Science,90,100,mid_term,2024-07-15,first_term,92
STU008,11,female,Computer Science,88,100,mid_term,2024-07-15,second_term,90
STU008,11,female,Computer Science,96,100,pre_board,2024-08-20,first_term,100
STU008,11,female,Computer Science,89,100,pre_board,2024-08-20,second_term,89
STU008,11,female,Computer Science,93,100,final,2024-09-15,first_term,95
STU008,11,female,Computer Science,98,100,final,2024-09-15,second_term,98
STU008,11,female,English,92,100,unit_test,2024-06-10,first_term,97
STU008,11,female,English,90,100,unit_test,2024-06-10,second_term,93
STU008,11,female,English,97,100,mid_term,2024-07-15,first_term,100
STU008,11,female,English,90,100,mid_term,2024-07-15,second_term,93
STU008,11,female,English,100,100,pre_board,2024-08-20,first_term,100
STU008,11,female,English,92,100,pre_board,2024-08-20,second_term,94
STU008,11,female,English,96,100,final,2024-09-15,first_term,98
STU008,11,female,English,95,100,final,2024-09-15,second_term,97
STU008,11,female,Mathematics,85,100,unit_test,2024-06-10,first_term,88
STU008,11,female,Mathematics,90,100,unit_test,2024-06-10,second_term,92
STU008,11,female,Mathematics,83,100,mid_term,2024-07-15,first_term,84
STU008,11,female,Mathematics,92,100,mid_term,2024-07-15,second_term,92
STU008,11,female,Mathematics,88,100,pre_board,2024-08-20,first_term,92
STU008,11,female,Mathematics,87,100,pre_board,2024-08-20,second_term,92
STU008,11,female,Mathematics,86,100,final,2024-09-15,first_term,91
STU008,11,female,Mathematics,91,100,final,2024-09-15,second_term,96
STU009,12,female,Computer Science,70,100,unit_test,2024-06-10,first_term,71
STU009,12,female,Computer Science,72,100,unit_test,2024-06-10,second_term,77
STU009,12,female,Computer Science,73,100,mid_term,2024-07-15,first_term,78
STU009,12,female,Computer Science,75,100,mid_term,2024-07-15,second_term,78
STU009,12,female,Computer Science,78,100,pre_board,2024-08-20,first_term,82
STU009,12,female,Computer Science,82,100,pre_board,2024-08-20,second_term,83
STU009,12,female,Computer Science,79,100,final,2024-09-15,first_term,81
STU009,12,female,Computer Science,75,100,final,2024-09-15,second_term,76
STU009,12,female,English,75,100,unit_test,2024-06-10,first_term,79
STU009,12,female,English,74,100,unit_test,2024-06-10,second_term,79
STU009,12,female,English,73,100,mid_term,2024-07-15,first_term,74
STU009,12,female,English,81,100,mid_term,2024-07-15,second_term,85
STU009,12,female,English,76,100,pre_board,2024-08-20,first_term,78
STU009,12,female,English,77,100,pre_board,2024-08-20,second_term,82
STU009,12,female,English,80,100,final,2024-09-15,first_term,82
STU009,12,female,English,80,100,final,2024-09-15,second_term,85
STU009,12,female,Chemistry,92,100,unit_test,2024-06-10,first_term,94
STU009,12,female,Chemistry,89,100,unit_test,2024-06-10,second_term,91
STU009,12,female,Chemistry,82,100,mid_term,2024-07-15,first_term,86
STU009,12,female,Chemistry,85,100,mid_term,2024-07-15,second_term,90
STU009,12,female,Chemistry,89,100,pre_board,2024-08-20,first_term,92
STU009,12,female,Chemistry,91,100,pre_board,2024-08-20,second_term,91
STU009,12,female,Chemistry,97,100,final,2024-09-15,first_term,100
STU009,12,female,Chemistry,87,100,final,2024-09-15,second_term,87
STU009,12,female,Hindi,83,100,unit_test,2024-06-10,first_term,84
STU009,12,female,Hindi,88,100,unit_test,2024-06-10,second_term,92
STU009,12,female,Hindi,83,100,mid_term,2024-07-15,first_term,86
STU009,12,female,Hindi,83,100,mid_term,2024-07-15,second_term,88
STU009,12,female,Hindi,81,100,pre_board,2024-08-20,first_term,84
STU009,12,female,Hindi,86,100,pre_board,2024-08-20,second_term,91
STU009,12,female,Hindi,86,100,final,2024-09-15,first_term,89
STU009,12,female,Hindi,89,100,final,2024-09-15,second_term,94
STU010,12,female,English,85,100,unit_test,2024-06-10,first_term,89
STU010,12,female,English,91,100,unit_test,2024-06-10,second_term,92
STU010,12,female,English,87,100,mid_term,2024-07-15,first_term,87
STU010,12,female,English,90,100,mid_term,2024-07-15,second_term,94
STU010,12,female,English,89,100,pre_board,2024-08-20,first_term,94
STU010,12,female,English,96,100,pre_board,2024-08-20,second_term,100
STU010,12,female,English,94,100,final,2024-09-15,first_term,95
STU010,12,female,English,94,100,final,2024-09-15,second_term,98
STU010,12,female,Mathematics,68,100,unit_test,2024-06-10,first_term,68
STU010,12,female,Mathematics,71,100,unit_test,2024-06-10,second_term,76
STU010,12,female,Mathematics,62,100,mid_term,2024-07-15,first_term,62
STU010,12,female,Mathematics,72,100,mid_term,2024-07-15,second_term,75
STU010,12,female,Mathematics,65,100,pre_board,2024-08-20,first_term,70
STU010,12,female,Mathematics,70,100,pre_board,2024-08-20,second_term,75
STU010,12,female,Mathematics,65,100,final,2024-09-15,first_term,66
STU010,12,female,Mathematics,74,100,final,2024-09-15,second_term,78
STU010,12,female,Computer Science,60,100,unit_test,2024-06-10,first_term,60
STU010,12,female,Computer Science,67,100,unit_test,2024-06-10,second_term,72
STU010,12,female,Computer Science,64,100,mid_term,2024-07-15,first_term,65
STU010,12,female,Computer Science,63,100,mid_term,2024-07-15,second_term,68
STU010,12,female,Computer Science,69,100,pre_board,2024-08-20,first_term,73
STU010,12,female,Computer Science,66,100,pre_board,2024-08-20,second_term,66
STU010,12,female,Computer Science,68,100,final,2024-09-15,first_term,68
STU010,12,female,Computer Science,65,100,final,2024-09-15,second_term,67
STU010,12,female,Chemistry,73,100,unit_test,2024-06-10,first_term,76
STU010,12,female,Chemistry,65,100,unit_test,2024-06-10,second_term,69
STU010,12,female,Chemistry,66,100,mid_term,2024-07-15,first_term,70
STU010,12,female,Chemistry,66,100,mid_term,2024-07-15,second_term,71
STU010,12,female,Chemistry,66,100,pre_board,2024-08-20,first_term,67
STU010,12,female,Chemistry,70,100,pre_board,2024-08-20,second_term,70
STU010,12,female,Chemistry,70,100,final,2024-09-15,first_term,70
STU010,12,female,Chemistry,75,100,final,2024-09-15,second_term,75
STU011,12,male,Physics,83,100,unit_test,2024-06-10,first_term,86
STU011,12,male,Physics,84,100,unit_test,2024-06-10,second_term,89
STU011,12,male,Physics,86,100,mid_term,2024-07-15,first_term,90
STU011,12,male,Physics,90,100,mid_term,2024-07-15,second_term,95
STU011,12,male,Physics,88,100,pre_board,2024-08-20,first_term,93
STU011,12,male,Physics,87,100,pre_board,2024-08-20,second_term,89
STU011,12,male,Physics,89,100,final,2024-09-15,first_term,94
STU011,12,male,Physics,87,100,final,2024-09-15,second_term,92
STU011,12,male,Biology,93,100,unit_test,2024-06-10,first_term,95
STU011,12,male,Biology,87,100,unit_test,2024-06-10,second_term,89
STU011,12,male,Biology,93,100,mid_term,2024-07-15,first_term,94
STU011,12,male,Biology,89,100,mid_term,2024-07-15,second_term,94
STU011,12,male,Biology,100,100,pre_board,2024-08-20,first_term,100
STU011,12,male,Biology,98,100,pre_board,2024-08-20,second_term,100
STU011,12,male,Biology,95,100,final,2024-09-15,first_term,97
STU011,12,male,Biology,95,100,final,2024-09-15,second_term,98
STU011,12,male,English,96,100,unit_test,2024-06-10,first_term,96
STU011,12,male,English,96,100,unit_test,2024-06-10,second_term,98
STU011,12,male,English,94,100,mid_term,2024-07-15,first_term,94
STU011,12,male,English,89,100,mid_term,2024-07-15,second_term,93
STU011,12,male,English,100,100,pre_board,2024-08-20,first_term,100
STU011,12,male,English,96,100,pre_board,2024-08-20,second_term,97
STU011,12,male,English,100,100,final,2024-09-15,first_term,100
STU011,12,male,English,100,100,final,2024-09-15,second_term,100
STU011,12,male,Mathematics,79,100,unit_test,2024-06-10,first_term,80
STU011,12,male,Mathematics,80,100,unit_test,2024-06-10,second_term,81
STU011,12,male,Mathematics,85,100,mid_term,2024-07-15,first_term,89
STU011,12,male,Mathematics,77,100,mid_term,2024-07-15,second_term,80
STU011,12,male,Mathematics,82,100,pre_board,2024-08-20,first_term,84
STU011,12,male,Mathematics,88,100,pre_board,2024-08-20,second_term,91
STU011,12,male,Mathematics,83,100,final,2024-09-15,first_term,86
STU011,12,male,Mathematics,89,100,final,2024-09-15,second_term,89
STU011,12,male,Hindi,86,100,unit_test,2024-06-10,first_term,88
STU011,12,male,Hindi,84,100,unit_test,2024-06-10,second_term,84
STU011,12,male,Hindi,90,100,mid_term,2024-07-15,first_term,90
STU011,12,male,Hindi,84,100,mid_term,2024-07-15,second_term,86
STU011,12,male,Hindi,93,100,pre_board,2024-08-20,first_term,95
STU011,12,male,Hindi,91,100,pre_board,2024-08-20,second_term,94
STU011,12,male,Hindi,94,100,final,2024-09-15,first_term,97
STU011,12,male,Hindi,98,100,final,2024-09-15,second_term,100
STU012,12,male,Chemistry,89,100,unit_test,2024-06-10,first_term,91
STU012,12,male,Chemistry,84,100,unit_test,2024-06-10,second_term,87
STU012,12,male,Chemistry,84,100,mid_term,2024-07-15,first_term,88
STU012,12,male,Chemistry,86,100,mid_term,2024-07-15,second_term,91
STU012,12,male,Chemistry,82,100,pre_board,2024-08-20,first_term,82
STU012,12,male,Chemistry,83,100,pre_board,2024-08-20,second_term,87
STU012,12,male,Chemistry,86,100,final,2024-09-15,first_term,86
STU012,12,male,Chemistry,90,100,final,2024-09-15,second_term,92
STU012,12,male,Hindi,83,100,unit_test,2024-06-10,first_term,86
STU012,12,male,Hindi,88,100,unit_test,2024-06-10,second_term,91
STU012,12,male,Hindi,85,100,mid_term,2024-07-15,first_term,86
STU012,12,male,Hindi,86,100,mid_term,2024-07-15,second_term,89
STU012,12,male,Hindi,93,100,pre_board,2024-08-20,first_term,96
STU012,12,male,Hindi,97,100,pre_board,2024-08-20,second_term,100
STU012,12,male,Hindi,91,100,final,2024-09-15,first_term,92
STU012,12,male,Hindi,99,100,final,2024-09-15,second_term,100
STU012,12,male,English,78,100,unit_test,2024-06-10,first_term,79
STU012,12,male,English,85,100,unit_test,2024-06-10,second_term,88
STU012,12,male,English,79,100,mid_term,2024-07-15,first_term,83
STU012,12,male,English,85,100,mid_term,2024-07-15,second_term,86
STU012,12,male,English,81,100,pre_board,2024-08-20,first_term,84
STU012,12,male,English,91,100,pre_board,2024-08-20,second_term,93
STU012,12,male,English,83,100,final,2024-09-15,first_term,84
STU012,12,male,English,83,100,final,2024-09-15,second_term,88
STU012,12,male,Physics,76,100,unit_test,2024-06-10,first_term,78
STU012,12,male,Physics,76,100,unit_test,2024-06-10,second_term,76
STU012,12,male,Physics,84,100,mid_term,2024-07-15,first_term,85
STU012,12,male,Physics,85,100,mid_term,2024-07-15,second_term,89
STU012,12,male,Physics,84,100,pre_board,2024-08-20,first_term,88
STU012,12,male,Physics,83,100,pre_board,2024-08-20,second_term,87
STU012,12,male,Physics,83,100,final,2024-09-15,first_term,86
STU012,12,male,Physics,86,100,final,2024-09-15,second_term,87
STU013,12,female,Computer Science,68,100,unit_test,2024-06-10,first_term,70
STU013,12,female,Computer Science,68,100,unit_test,2024-06-10,second_term,68
STU013,12,female,Computer Science,72,100,mid_term,2024-07-15,first_term,77
STU013,12,female,Computer Science,71,100,mid_term,2024-07-15,second_term,76
STU013,12,female,Computer Science,76,100,pre_board,2024-08-20,first_term,77
STU013,12,female,Computer Science,71,100,pre_board,2024-08-20,second_term,73
STU013,12,female,Computer Science,75,100,final,2024-09-15,first_term,80
STU013,12,female,Computer Science,71,100,final,2024-09-15,second_term,76
STU013,12,female,Mathematics,88,100,unit_test,2024-06-10,first_term,93
STU013,12,female,Mathematics,83,100,unit_test,2024-06-10,second_term,85
STU013,12,female,Mathematics,84,100,mid_term,2024-07-15,first_term,84
STU013,12,female,Mathematics,78,100,mid_term,2024-07-15,second_term,78
STU013,12,female,Mathematics,83,100,pre_board,2024-08-20,first_term,88
STU013,12,female,Mathematics,88,100,pre_board,2024-08-20,second_term,91
STU013,12,female,Mathematics,81,100,final,2024-09-15,first_term,83
STU013,12,female,Mathematics,82,100,final,2024-09-15,second_term,86
STU013,12,female,Hindi,74,100,unit_test,2024-06-10,first_term,78
STU013,12,female,Hindi,80,100,unit_test,2024-06-10,second_term,84
STU013,12,female,Hindi,77,100,mid_term,2024-07-15,first_term,82
STU013,12,female,Hindi,82,100,mid_term,2024-07-15,second_term,84
STU013,12,female,Hindi,83,100,pre_board,2024-08-20,first_term,83
STU013,12,female,Hindi,85,100,pre_board,2024-08-20,second_term,88
STU013,12,female,Hindi,78,100,final,2024-09-15,first_term,79
STU013,12,female,Hindi,88,100,final,2024-09-15,second_term,88
STU013,12,female,English,62,100,unit_test,2024-06-10,first_term,62
STU013,12,female,English,67,100,unit_test,2024-06-10,second_term,67
STU013,12,female,English,67,100,mid_term,2024-07-15,first_term,68
STU013,12,female,English,61,100,mid_term,2024-07-15,second_term,66
STU013,12,female,English,72,100,pre_board,2024-08-20,first_term,74
STU013,12,female,English,69,100,pre_board,2024-08-20,second_term,72
STU013,12,female,English,75,100,final,2024-09-15,first_term,79
STU013,12,female,English,72,100,final,2024-09-15,second_term,73
STU014,11,male,Biology,95,100,unit_test,2024-06-10,first_term,96
STU014,11,male,Biology,95,100,unit_test,2024-06-10,second_term,97
STU014,11,male,Biology,92,100,mid_term,2024-07-15,first_term,92
STU014,11,male,Biology,91,100,mid_term,2024-07-15,second_term,93
STU014,11,male,Biology,92,100,pre_board,2024-08-20,first_term,96
STU014,11,male,Biology,98,100,pre_board,2024-08-20,second_term,100
STU014,11,male,Biology,98,100,final,2024-09-15,first_term,100
STU014,11,male,Biology,94,100,final,2024-09-15,second_term,99
STU014,11,male,Computer Science,74,100,unit_test,2024-06-10,first_term,76
STU014,11,male,Computer Science,72,100,unit_test,2024-06-10,second_term,74
STU014,11,male,Computer Science,77,100,mid_term,2024-07-15,first_term,80
STU014,11,male,Computer Science,71,100,mid_term,2024-07-15,second_term,74
STU014,11,male,Computer Science,85,100,pre_board,2024-08-20,first_term,87
STU014,11,male,Computer Science,79,100,pre_board,2024-08-20,second_term,79
STU014,11,male,Computer Science,83,100,final,2024-09-15,first_term,85
STU014,11,male,Computer Science,81,100,final,2024-09-15,second_term,86
STU014,11,male,Physics,90,100,unit_test,2024-06-10,first_term,90
STU014,11,male,Physics,94,100,unit_test,2024-06-10,second_term,95
STU014,11,male,Physics,95,100,mid_term,2024-07-15,first_term,97
STU014,11,male,Physics,89,100,mid_term,2024-07-15,second_term,89
STU014,11,male,Physics,91,100,pre_board,2024-08-20,first_term,94
STU014,11,male,Physics,90,100,pre_board,2024-08-20,second_term,94
STU014,11,male,Physics,92,100,final,2024-09-15,first_term,94
STU014,11,male,Physics,87,100,final,2024-09-15,second_term,92
STU014,11,male,Mathematics,79,100,unit_test,2024-06-10,first_term,82
STU014,11,male,Mathematics,74,100,unit_test,2024-06-10,second_term,79
